PersonID,FinancialID,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt-to-Income_Ratio_(%),Assets_Value,Previous_Defaults,Risk_Rating,,,,
12393,12393,34028,669,18991,Personal,Employed,10,Fair,44,89554,2,Low,,,,
12394,12394,41050,756,39092,Home,Unemployed,3,Excellent,27,165375,3,Low,,,,
12395,12395,20125,699,18871,Auto,Self-employed,9,Fair,35,156794,3,Low,,,,
12396,12396,45785,786,17758,Business,Unemployed,6,Fair,16,266620,2,Medium,,,,
12397,12397,81339,797,31022,Personal,Self-employed,12,Fair,38,159741,2,Low,,,,
12398,12398,69933,685,5865,Auto,Employed,12,Poor,13,214051,3,Low,,,,
12399,12399,48634,651,33559,Business,Employed,4,Poor,28,85975,4,Low,,,,
12400,12400,55391,699,6637,Personal,Unemployed,18,Excellent,47,159741,2,Low,,,,
12401,12401,82931,699,20050,Auto,Employed,9,Excellent,28,77709,2,Low,,,,
12402,12402,78260,699,31964,Personal,Unemployed,16,Fair,20,159741,2,Low,,,,
12403,12403,80135,724,27450,Home,Unemployed,2,Good,25,73897,0,Low,,,,
12404,12404,55972,799,33181,Auto,Self-employed,13,Poor,27,132325,2,Low,,,,
12405,12405,55677,789,34223,Business,Unemployed,14,Good,15,94612,1,Medium,,,,
12406,12406,85223,699,21768,Home,Self-employed,14,Excellent,17,32769,0,Low,,,,
12407,12407,69933,777,39557,Auto,Employed,9,Excellent,16,211891,1,Medium,,,,
12408,12408,69933,706,47279,Auto,Unemployed,16,Good,10,137397,3,Low,,,,
12409,12409,48648,795,23665,Home,Unemployed,12,Excellent,49,73868,4,Medium,,,,
12410,12410,46437,674,20265,Personal,Employed,3,Fair,48,159741,2,Low,,,,
12411,12411,92328,619,28880,Auto,Employed,16,Excellent,37,159741,2,Low,,,,
12412,12412,69933,676,42649,Personal,Self-employed,13,Poor,54,267232,0,Low,,,,
12413,12413,35915,623,16892,Personal,Employed,19,Excellent,40,176112,4,Low,,,,
12414,12414,27176,701,17377,Business,Employed,19,Fair,39,159741,3,Low,,,,
12415,12415,109871,732,38857,Personal,Self-employed,13,Excellent,13,26888,4,Low,,,,
12416,12416,33907,620,27450,Auto,Unemployed,11,Poor,42,299703,0,Low,,,,
12417,12417,84399,708,43313,Home,Self-employed,13,Poor,11,213591,2,Medium,,,,
12418,12418,27593,774,48379,Personal,Employed,3,Poor,48,286344,2,Low,,,,
12419,12419,91997,724,32392,Business,Self-employed,4,Fair,52,46598,2,Medium,,,,
12420,12420,109144,699,22963,Business,Employed,2,Poor,56,89583,3,Medium,,,,
12421,12421,92287,676,8462,Home,Self-employed,18,Fair,54,32143,0,Low,,,,
12422,12422,69933,690,35691,Auto,Self-employed,5,Good,16,45663,2,Low,,,,
12423,12423,103791,761,27450,Personal,Employed,7,Good,18,175484,4,Low,,,,
12424,12424,116256,777,45837,Home,Unemployed,4,Fair,32,244946,1,Low,,,,
12425,12425,89810,646,25736,Personal,Unemployed,1,Fair,49,90478,1,Low,,,,
12426,12426,51426,643,5485,Auto,Self-employed,3,Poor,11,253816,2,Low,,,,
12427,12427,33421,629,12398,Home,Employed,16,Good,10,50554,3,Low,,,,
12428,12428,57693,736,27450,Business,Self-employed,11,Excellent,25,119875,0,Low,,,,
12429,12429,89343,682,12591,Personal,Self-employed,8,Poor,32,159741,2,Medium,,,,
12430,12430,107983,688,10258,Home,Self-employed,13,Good,12,159741,0,Medium,,,,
12431,12431,77251,776,28042,Personal,Self-employed,12,Good,48,117987,3,Medium,,,,
12432,12432,76543,770,15544,Personal,Employed,6,Poor,35,237906,0,Medium,,,,
12433,12433,29327,693,23127,Home,Self-employed,14,Good,25,251402,4,Low,,,,
12434,12434,97474,699,9934,Home,Self-employed,2,Good,26,190098,3,High,,,,
12435,12435,23086,785,28524,Personal,Unemployed,13,Poor,16,236304,2,Medium,,,,
12436,12436,111643,775,32865,Personal,Unemployed,16,Fair,57,162550,2,Low,,,,
12437,12437,68022,699,22042,Auto,Self-employed,5,Poor,37,299063,2,Medium,,,,
12438,12438,24192,651,26927,Home,Employed,0,Good,46,266527,4,Low,,,,
12439,12439,60721,645,31793,Home,Employed,6,Excellent,45,299768,2,High,,,,
12440,12440,60832,699,35384,Home,Unemployed,13,Excellent,32,191126,2,Low,,,,
12441,12441,103100,794,27450,Home,Self-employed,6,Good,19,85790,3,Low,,,,
12442,12442,69933,699,27450,Business,Unemployed,18,Good,28,159741,4,Medium,,,,
12443,12443,87182,699,17768,Auto,Employed,12,Excellent,50,227789,3,Low,,,,
12444,12444,30719,787,10257,Business,Self-employed,10,Poor,44,100562,3,Medium,,,,
12445,12445,62032,636,44592,Home,Self-employed,16,Poor,51,159741,1,Low,,,,
12446,12446,20218,699,10990,Home,Self-employed,12,Excellent,18,74367,1,Medium,,,,
12447,12447,65076,677,9561,Home,Employed,2,Fair,47,109040,0,Low,,,,
12448,12448,69933,735,27450,Home,Self-employed,11,Poor,43,158190,0,Low,,,,
12449,12449,104351,774,24137,Personal,Self-employed,15,Fair,37,167295,4,Low,,,,
12450,12450,36923,751,13276,Home,Employed,15,Excellent,21,287891,3,High,,,,
12451,12451,103668,754,24128,Auto,Unemployed,11,Good,44,117099,3,Medium,,,,
12452,12452,76105,684,6781,Auto,Unemployed,19,Excellent,44,159741,3,Low,,,,
12453,12453,114437,747,10499,Personal,Employed,10,Excellent,37,224794,1,Medium,,,,
12454,12454,69933,699,5925,Home,Unemployed,10,Fair,49,51044,4,Medium,,,,
12455,12455,118156,619,30800,Auto,Employed,13,Poor,47,269980,1,Medium,,,,
12456,12456,118696,769,45609,Business,Employed,17,Fair,29,159741,4,Medium,,,,
12457,12457,21963,771,27450,Home,Unemployed,1,Excellent,28,251793,4,Low,,,,
12458,12458,68750,762,41884,Business,Self-employed,19,Excellent,25,64197,4,Low,,,,
12459,12459,69933,762,5014,Business,Unemployed,13,Poor,42,106424,1,Medium,,,,
12460,12460,67289,688,14512,Auto,Unemployed,11,Excellent,56,248481,0,Low,,,,
12461,12461,73974,699,23243,Personal,Self-employed,10,Poor,55,232226,3,Low,,,,
12462,12462,92940,657,33929,Business,Self-employed,7,Fair,20,141565,1,High,,,,
12463,12463,94868,686,24796,Home,Employed,4,Good,26,39441,0,Low,,,,
12464,12464,37241,701,9968,Business,Employed,14,Fair,46,148212,4,Low,,,,
12465,12465,103081,651,31392,Business,Employed,18,Poor,52,89058,2,Medium,,,,
12466,12466,30851,715,48648,Home,Self-employed,13,Poor,50,65722,4,Medium,,,,
12467,12467,97373,699,10675,Auto,Unemployed,14,Good,59,31605,0,Medium,,,,
12468,12468,100824,682,22448,Auto,Unemployed,2,Poor,24,108090,3,Medium,,,,
12469,12469,48760,661,34103,Business,Self-employed,13,Fair,33,284938,0,Medium,,,,
12470,12470,69933,728,21243,Business,Self-employed,17,Fair,53,105920,4,High,,,,
12471,12471,35945,713,48037,Home,Self-employed,2,Poor,37,159741,4,Low,,,,
12472,12472,47215,685,22480,Personal,Employed,3,Fair,30,74865,4,Low,,,,
12473,12473,110374,689,16358,Business,Self-employed,15,Excellent,59,153584,2,Medium,,,,
12474,12474,107342,636,26305,Business,Unemployed,13,Good,54,129446,2,Low,,,,
12475,12475,64938,781,40523,Home,Self-employed,14,Excellent,40,246845,1,Low,,,,
12476,12476,64840,719,42808,Home,Self-employed,17,Excellent,59,250203,2,Low,,,,
12477,12477,69933,797,34307,Personal,Employed,9,Poor,54,167348,0,Low,,,,
12478,12478,110638,611,49623,Home,Unemployed,12,Poor,28,76620,3,Medium,,,,
12479,12479,37156,639,6440,Business,Self-employed,17,Good,11,202857,2,Low,,,,
12480,12480,90490,795,36991,Home,Employed,3,Poor,45,164376,2,Medium,,,,
12481,12481,56432,699,22753,Auto,Self-employed,17,Excellent,59,262845,4,Low,,,,
12482,12482,60503,641,27678,Home,Self-employed,18,Good,48,250867,2,Low,,,,
12483,12483,29395,687,24525,Home,Unemployed,5,Fair,52,88604,4,Low,,,,
12484,12484,109199,742,27450,Home,Employed,3,Good,38,171415,3,Low,,,,
12485,12485,118115,799,30956,Personal,Self-employed,3,Fair,29,60305,1,Medium,,,,
12486,12486,69933,617,26726,Home,Self-employed,12,Good,60,185556,2,Low,,,,
12487,12487,102089,699,27450,Business,Self-employed,14,Poor,52,142619,4,Low,,,,
12488,12488,66456,780,11608,Home,Self-employed,19,Fair,36,256343,2,Medium,,,,
12489,12489,83073,779,29953,Auto,Unemployed,16,Good,39,150671,0,Medium,,,,
12490,12490,50571,620,27450,Auto,Employed,5,Fair,25,138142,3,High,,,,
12491,12491,69933,772,18494,Auto,Unemployed,0,Excellent,39,126217,4,Medium,,,,
12492,12492,107780,762,31573,Auto,Employed,1,Fair,54,230116,4,Low,,,,
12493,12493,29933,720,40971,Auto,Unemployed,9,Fair,16,128012,3,High,,,,
12494,12494,96788,748,20107,Auto,Employed,3,Poor,38,270339,2,Medium,,,,
12495,12495,54708,768,43404,Home,Employed,9,Poor,39,53259,0,Medium,,,,
12496,12496,35772,682,23569,Business,Employed,6,Fair,44,256087,3,Medium,,,,
12497,12497,28104,772,27617,Home,Unemployed,14,Good,47,159741,3,Low,,,,
12498,12498,32501,657,46834,Personal,Unemployed,12,Good,50,89824,4,Low,,,,
12499,12499,108704,717,16206,Home,Self-employed,8,Poor,60,188878,2,Low,,,,
12500,12500,76492,764,19306,Auto,Employed,8,Good,50,283364,0,High,,,,
12501,12501,68070,692,49614,Home,Employed,8,Excellent,10,127659,0,Low,,,,
12502,12502,82778,699,27425,Auto,Self-employed,19,Fair,38,159741,2,Medium,,,,
12503,12503,69933,660,5855,Personal,Employed,12,Poor,19,193341,1,Low,,,,
12504,12504,69933,699,33712,Home,Self-employed,10,Excellent,10,87136,2,Low,,,,
12505,12505,81926,712,47852,Business,Unemployed,2,Good,51,195729,0,Low,,,,
12506,12506,31891,625,13214,Home,Employed,17,Poor,47,159741,2,High,,,,
12507,12507,69285,677,37028,Home,Employed,17,Excellent,57,132191,2,Medium,,,,
12508,12508,42258,667,15896,Auto,Employed,2,Excellent,51,180151,2,Low,,,,
12509,12509,31025,605,29449,Personal,Self-employed,19,Excellent,19,191244,2,Low,,,,
12510,12510,69933,715,34329,Personal,Employed,16,Poor,57,107500,1,Low,,,,
12511,12511,94796,792,30733,Home,Employed,8,Fair,40,112462,3,Low,,,,
12512,12512,50129,699,8177,Home,Unemployed,0,Good,41,177869,2,Low,,,,
12513,12513,63026,656,18815,Auto,Unemployed,4,Excellent,55,25584,2,Medium,,,,
12514,12514,24090,699,27450,Business,Employed,10,Fair,23,166670,4,Low,,,,
12515,12515,69933,641,8544,Business,Unemployed,1,Poor,37,192737,3,Low,,,,
12516,12516,110447,661,14960,Business,Employed,15,Good,23,213369,3,High,,,,
12517,12517,119254,643,27450,Personal,Employed,18,Fair,17,51855,4,Low,,,,
12518,12518,58827,764,29551,Personal,Unemployed,17,Good,18,166607,1,Low,,,,
12519,12519,69933,712,24336,Personal,Employed,13,Good,38,21221,3,Low,,,,
12520,12520,107746,698,37947,Home,Unemployed,11,Excellent,36,250121,1,Medium,,,,
12521,12521,69933,784,42307,Auto,Unemployed,7,Poor,57,169252,0,Medium,,,,
12522,12522,69933,795,27450,Auto,Self-employed,12,Excellent,20,262272,3,Low,,,,
12523,12523,69933,663,32664,Business,Unemployed,16,Poor,26,159741,3,Medium,,,,
12524,12524,105745,683,27450,Personal,Unemployed,14,Fair,26,290405,1,Low,,,,
12525,12525,21439,699,27450,Auto,Unemployed,17,Fair,46,140079,1,Low,,,,
12526,12526,79003,699,19525,Personal,Unemployed,6,Excellent,38,148118,2,Low,,,,
12527,12527,105222,609,42812,Business,Unemployed,19,Fair,11,181223,3,Medium,,,,
12528,12528,111856,755,30191,Personal,Employed,10,Good,41,215445,1,Medium,,,,
12529,12529,118856,653,20555,Home,Employed,9,Good,57,168453,2,Medium,,,,
12530,12530,41248,622,20510,Personal,Employed,15,Excellent,30,250520,1,Low,,,,
12531,12531,69933,724,23950,Auto,Employed,2,Excellent,11,149183,2,Low,,,,
12532,12532,101049,735,27450,Business,Unemployed,17,Poor,17,61602,3,Low,,,,
12533,12533,112799,699,13608,Home,Self-employed,10,Excellent,23,27039,0,Medium,,,,
12534,12534,23364,699,6971,Auto,Self-employed,17,Good,59,135590,0,Low,,,,
12535,12535,62861,779,20647,Home,Unemployed,15,Poor,44,260636,3,High,,,,
12536,12536,37619,709,8078,Auto,Self-employed,16,Good,52,113862,2,Medium,,,,
12537,12537,49493,699,27450,Personal,Unemployed,6,Poor,17,213103,2,Medium,,,,
12538,12538,67280,699,20209,Home,Unemployed,17,Fair,26,115669,4,Low,,,,
12539,12539,89407,653,7634,Home,Unemployed,3,Good,12,159741,0,Low,,,,
12540,12540,119039,762,12311,Auto,Self-employed,3,Fair,23,203822,0,Medium,,,,
12541,12541,115153,655,22072,Home,Self-employed,18,Poor,28,117151,1,Medium,,,,
12542,12542,89074,776,35203,Home,Self-employed,5,Fair,47,242913,1,Low,,,,
12543,12543,90780,639,45916,Business,Employed,13,Good,38,202849,2,Low,,,,
12544,12544,69933,770,27450,Auto,Unemployed,5,Fair,42,169221,2,Low,,,,
12545,12545,103488,612,26925,Personal,Self-employed,8,Excellent,37,93035,2,Low,,,,
12546,12546,30534,649,10116,Business,Self-employed,2,Good,42,122730,1,Low,,,,
12547,12547,44154,700,48252,Personal,Unemployed,4,Good,31,177849,1,Low,,,,
12548,12548,104766,630,27450,Home,Employed,5,Good,13,38029,2,Low,,,,
12549,12549,39523,728,27450,Personal,Self-employed,19,Good,21,126174,2,Low,,,,
12550,12550,79117,699,47029,Business,Employed,12,Excellent,57,117363,0,Medium,,,,
12551,12551,57146,764,48938,Personal,Employed,7,Fair,51,76154,3,Low,,,,
12552,12552,76005,751,40356,Home,Unemployed,7,Excellent,22,82461,3,Medium,,,,
12553,12553,24478,778,27450,Auto,Unemployed,10,Good,16,159741,2,Low,,,,
12554,12554,56524,627,27450,Auto,Self-employed,0,Poor,35,117252,2,Low,,,,
12555,12555,69933,754,16255,Auto,Employed,1,Excellent,18,155953,1,High,,,,
12556,12556,69933,794,8529,Business,Unemployed,12,Good,51,200962,1,Low,,,,
12557,12557,67027,699,49592,Home,Unemployed,11,Fair,43,239424,4,Low,,,,
12558,12558,69933,699,32118,Home,Employed,5,Excellent,60,292692,2,Medium,,,,
12559,12559,60491,699,20259,Business,Employed,16,Good,38,199729,2,Low,,,,
12560,12560,69933,657,20389,Auto,Self-employed,5,Good,44,189199,4,Medium,,,,
12561,12561,69933,799,39374,Auto,Employed,13,Excellent,51,159741,1,Low,,,,
12562,12562,85714,796,6398,Business,Unemployed,16,Poor,51,26050,1,Low,,,,
12563,12563,53583,699,38324,Business,Self-employed,4,Poor,40,93875,3,Medium,,,,
12564,12564,60160,741,28028,Business,Self-employed,6,Excellent,30,148261,3,Low,,,,
12565,12565,39941,764,26086,Auto,Unemployed,10,Good,21,30209,0,Medium,,,,
12566,12566,115849,774,24067,Auto,Self-employed,10,Poor,28,159741,2,Low,,,,
12567,12567,28520,730,42579,Home,Self-employed,12,Poor,37,67623,4,Low,,,,
12568,12568,69933,653,42742,Home,Unemployed,13,Poor,16,158834,0,Low,,,,
12569,12569,95535,772,47635,Auto,Unemployed,4,Poor,52,264377,2,Medium,,,,
12570,12570,113504,610,27450,Business,Unemployed,14,Fair,48,101998,1,Medium,,,,
12571,12571,31646,740,47126,Personal,Unemployed,10,Poor,51,139211,1,Medium,,,,
12572,12572,82423,635,22854,Auto,Self-employed,4,Excellent,24,159741,0,Low,,,,
12573,12573,79337,779,23824,Business,Self-employed,16,Excellent,38,125894,1,Medium,,,,
12574,12574,101662,749,21830,Business,Self-employed,8,Excellent,45,57919,0,Low,,,,
12575,12575,69933,618,46819,Personal,Employed,13,Good,14,178438,2,Low,,,,
12576,12576,37130,690,45949,Personal,Unemployed,8,Good,56,236098,0,Low,,,,
12577,12577,107063,655,6920,Home,Self-employed,3,Good,46,232338,2,Low,,,,
12578,12578,49251,603,13687,Business,Unemployed,12,Fair,31,159741,0,Low,,,,
12579,12579,96591,663,6302,Auto,Self-employed,14,Good,55,60882,1,High,,,,
12580,12580,68465,699,25357,Business,Employed,14,Good,56,72398,4,Low,,,,
12581,12581,32554,711,43476,Home,Employed,17,Excellent,27,159741,4,Medium,,,,
12582,12582,34639,606,21633,Personal,Self-employed,16,Excellent,47,205158,1,Low,,,,
12583,12583,68737,735,35607,Business,Unemployed,14,Fair,28,104296,4,Low,,,,
12584,12584,28933,726,7716,Personal,Unemployed,15,Fair,22,159741,0,Low,,,,
12585,12585,35802,752,25912,Auto,Employed,1,Good,31,245319,2,Low,,,,
12586,12586,110818,649,27450,Business,Employed,5,Good,15,111233,3,Low,,,,
12587,12587,99552,699,7369,Home,Self-employed,15,Excellent,41,281132,1,Low,,,,
12588,12588,69933,783,18103,Personal,Self-employed,8,Fair,16,109405,0,Low,,,,
12589,12589,69933,610,17505,Business,Unemployed,10,Fair,21,288653,0,Low,,,,
12590,12590,57081,699,27450,Home,Employed,0,Excellent,54,248702,1,Low,,,,
12591,12591,69933,727,33590,Personal,Employed,2,Good,28,270927,2,Low,,,,
12592,12592,24930,757,10478,Auto,Employed,17,Excellent,46,274555,4,Low,,,,
12593,12593,94975,727,39359,Personal,Employed,4,Poor,31,236398,3,Medium,,,,
12594,12594,43140,790,7353,Auto,Unemployed,16,Poor,21,260245,3,Low,,,,
12595,12595,38456,774,27828,Home,Employed,3,Good,48,273810,0,Medium,,,,
12596,12596,101080,715,19772,Business,Self-employed,12,Fair,17,159741,4,Low,,,,
12597,12597,103276,669,15647,Business,Employed,13,Excellent,34,191918,2,Medium,,,,
12598,12598,82233,699,24079,Personal,Self-employed,12,Good,19,159741,2,Medium,,,,
12599,12599,105094,788,27450,Personal,Unemployed,17,Good,48,234293,0,Low,,,,
12600,12600,27188,791,27450,Home,Self-employed,4,Excellent,24,37622,1,Low,,,,
12601,12601,65389,660,27450,Personal,Unemployed,17,Good,35,80929,1,Low,,,,
12602,12602,64296,780,15471,Home,Unemployed,5,Good,11,34436,2,Low,,,,
12603,12603,69933,728,8905,Home,Self-employed,9,Excellent,26,176077,1,Low,,,,
12604,12604,69933,774,33025,Business,Unemployed,5,Excellent,49,118583,2,Medium,,,,
12605,12605,35958,758,27450,Personal,Self-employed,16,Fair,57,190350,2,Low,,,,
12606,12606,45030,750,27450,Auto,Employed,5,Poor,16,159741,0,High,,,,
12607,12607,53744,699,27450,Business,Unemployed,10,Fair,19,20245,1,Low,,,,
12608,12608,42453,635,23288,Home,Unemployed,10,Poor,32,205035,2,Medium,,,,
12609,12609,87238,634,9695,Auto,Employed,10,Fair,43,82701,4,Medium,,,,
12610,12610,110807,699,42293,Auto,Employed,14,Good,18,159741,4,Low,,,,
12611,12611,106219,616,11007,Business,Unemployed,19,Excellent,55,159741,1,Low,,,,
12612,12612,22853,730,20258,Auto,Unemployed,13,Good,58,44765,2,Low,,,,
12613,12613,69933,770,27450,Auto,Self-employed,10,Good,58,159741,3,Low,,,,
12614,12614,57232,692,27450,Personal,Self-employed,4,Good,40,255088,2,Medium,,,,
12615,12615,25397,796,15559,Home,Self-employed,1,Poor,46,151028,2,Low,,,,
12616,12616,69933,729,20195,Personal,Employed,1,Good,31,131970,4,Low,,,,
12617,12617,68469,773,46138,Business,Unemployed,14,Good,39,80427,2,Medium,,,,
12618,12618,63060,798,21303,Home,Unemployed,19,Fair,49,87182,2,Low,,,,
12619,12619,113137,762,7379,Auto,Unemployed,17,Excellent,17,110587,4,Low,,,,
12620,12620,69933,759,27450,Business,Self-employed,12,Fair,13,270269,2,Low,,,,
12621,12621,65858,732,24023,Auto,Self-employed,10,Good,24,166759,0,High,,,,
12622,12622,79867,778,17426,Auto,Unemployed,5,Excellent,46,171767,1,High,,,,
12623,12623,58526,699,20566,Home,Self-employed,2,Poor,13,159741,3,Medium,,,,
12624,12624,60379,699,27450,Personal,Employed,13,Good,54,297476,2,Low,,,,
12625,12625,117567,660,17210,Business,Self-employed,1,Poor,36,187637,2,Medium,,,,
12626,12626,96514,782,41228,Personal,Unemployed,2,Poor,16,109840,1,Low,,,,
12627,12627,58002,712,19802,Home,Employed,14,Poor,28,159741,3,Low,,,,
12628,12628,26066,779,17831,Auto,Unemployed,3,Fair,41,159741,2,Medium,,,,
12629,12629,110045,622,6339,Home,Unemployed,19,Fair,12,95292,4,Low,,,,
12630,12630,89235,784,30060,Personal,Self-employed,0,Good,59,40558,4,Medium,,,,
12631,12631,55178,742,30759,Personal,Unemployed,9,Poor,45,168271,2,Low,,,,
12632,12632,117081,699,41009,Personal,Self-employed,7,Poor,12,210724,2,Medium,,,,
12633,12633,97713,648,19077,Personal,Employed,8,Good,27,111868,4,High,,,,
12634,12634,86404,699,31341,Business,Employed,18,Poor,43,43738,2,Low,,,,
12635,12635,40264,760,27954,Auto,Unemployed,2,Poor,48,38974,4,High,,,,
12636,12636,104292,653,33561,Business,Self-employed,13,Poor,59,233714,2,Low,,,,
12637,12637,69933,699,23167,Personal,Unemployed,12,Fair,50,293051,4,Low,,,,
12638,12638,44288,699,5910,Home,Unemployed,4,Poor,28,159741,3,Low,,,,
12639,12639,78414,670,39225,Home,Self-employed,6,Poor,47,156754,0,Low,,,,
12640,12640,69933,699,31819,Home,Self-employed,8,Good,30,257148,3,Medium,,,,
12641,12641,72635,679,22726,Auto,Self-employed,8,Good,27,245554,0,High,,,,
12642,12642,61253,622,18962,Business,Self-employed,7,Fair,43,75540,2,High,,,,
12643,12643,87561,681,46921,Home,Unemployed,0,Excellent,24,81263,2,Low,,,,
12644,12644,47444,698,27849,Auto,Employed,0,Poor,59,245145,2,Low,,,,
12645,12645,91448,731,11885,Personal,Unemployed,8,Good,53,159741,3,Low,,,,
12646,12646,63308,666,27450,Auto,Self-employed,8,Excellent,45,285710,2,Low,,,,
12647,12647,89081,682,31726,Auto,Unemployed,0,Good,18,159741,1,Low,,,,
12648,12648,69933,699,47385,Auto,Self-employed,10,Good,45,226687,4,Medium,,,,
12649,12649,69933,760,40610,Personal,Unemployed,3,Good,38,159741,4,Low,,,,
12650,12650,72268,612,20641,Personal,Unemployed,5,Excellent,29,132905,1,Low,,,,
12651,12651,59097,657,19826,Business,Self-employed,6,Excellent,29,160635,2,Low,,,,
12652,12652,86561,614,18728,Business,Self-employed,13,Good,59,76890,4,Medium,,,,
12653,12653,54810,710,49679,Home,Employed,7,Fair,34,159741,4,Low,,,,
12654,12654,100868,624,31670,Business,Self-employed,5,Excellent,56,33828,1,Medium,,,,
12655,12655,27163,799,13003,Business,Employed,5,Good,56,159741,1,Low,,,,
12656,12656,99045,705,32913,Home,Employed,6,Poor,41,49026,0,Low,,,,
12657,12657,50783,699,45305,Auto,Unemployed,13,Poor,32,159741,1,Low,,,,
12658,12658,36101,734,23344,Personal,Employed,2,Poor,32,38679,1,Low,,,,
12659,12659,72047,671,30563,Business,Self-employed,13,Good,41,138762,1,High,,,,
12660,12660,30830,691,29743,Home,Employed,1,Excellent,57,159741,4,Medium,,,,
12661,12661,27222,734,36365,Business,Employed,15,Excellent,43,159741,4,Low,,,,
12662,12662,59423,701,19742,Auto,Unemployed,3,Poor,57,133041,2,Low,,,,
12663,12663,114138,714,37137,Personal,Unemployed,13,Excellent,42,133588,4,Medium,,,,
12664,12664,38069,717,27450,Personal,Unemployed,2,Good,30,177823,1,Medium,,,,
12665,12665,69222,685,34893,Home,Employed,0,Good,23,33106,1,Low,,,,
12666,12666,67458,663,33203,Auto,Unemployed,1,Poor,52,128831,2,Low,,,,
12667,12667,69933,678,27450,Business,Employed,11,Fair,19,199820,0,Medium,,,,
12668,12668,27482,789,12893,Business,Employed,5,Excellent,44,92213,2,Low,,,,
12669,12669,69933,626,20116,Personal,Self-employed,0,Poor,49,202857,3,High,,,,
12670,12670,110298,699,27450,Auto,Employed,13,Good,26,116167,2,Low,,,,
12671,12671,30114,705,27450,Personal,Self-employed,3,Excellent,31,207349,1,Low,,,,
12672,12672,78293,667,43881,Auto,Unemployed,5,Excellent,29,60799,4,Medium,,,,
12673,12673,69933,735,25968,Home,Unemployed,4,Excellent,44,46996,0,Medium,,,,
12674,12674,41191,714,29290,Personal,Self-employed,17,Good,40,240499,2,Low,,,,
12675,12675,58669,695,8583,Auto,Employed,4,Poor,58,131192,0,Low,,,,
12676,12676,82830,723,14917,Auto,Unemployed,2,Excellent,55,61031,1,High,,,,
12677,12677,38429,790,27450,Personal,Employed,9,Good,23,36384,1,Low,,,,
12678,12678,57595,630,27450,Home,Unemployed,0,Good,40,61809,0,High,,,,
12679,12679,66870,720,27450,Auto,Employed,10,Poor,59,292002,4,Low,,,,
12680,12680,88617,618,8600,Home,Employed,11,Fair,47,27490,1,Low,,,,
12681,12681,29832,654,43514,Personal,Unemployed,17,Excellent,15,266964,3,Medium,,,,
12682,12682,69933,632,49425,Auto,Employed,13,Fair,42,212912,2,Low,,,,
12683,12683,75919,773,25766,Home,Self-employed,13,Poor,30,40789,1,Medium,,,,
12684,12684,32167,628,27450,Auto,Self-employed,12,Excellent,12,159741,0,High,,,,
12685,12685,111644,765,44498,Auto,Unemployed,7,Fair,45,120935,4,Low,,,,
12686,12686,69933,678,43719,Personal,Unemployed,14,Good,15,159741,3,Medium,,,,
12687,12687,23591,701,10642,Home,Employed,16,Good,50,89781,1,Low,,,,
12688,12688,32326,702,48899,Personal,Unemployed,13,Good,36,263518,4,Medium,,,,
12689,12689,69933,714,9693,Home,Self-employed,11,Fair,21,199601,1,Medium,,,,
12690,12690,69933,699,35521,Home,Employed,4,Fair,50,122031,4,Low,,,,
12691,12691,27021,775,25867,Personal,Employed,5,Poor,13,280210,2,Low,,,,
12692,12692,69933,699,49442,Auto,Unemployed,5,Poor,18,106033,1,Low,,,,
12693,12693,35964,686,19105,Auto,Unemployed,6,Good,38,211243,0,Medium,,,,
12694,12694,47569,681,18116,Business,Unemployed,13,Excellent,52,171249,0,Low,,,,
12695,12695,107821,750,24895,Home,Self-employed,16,Fair,20,160616,0,High,,,,
12696,12696,51952,699,13087,Personal,Employed,13,Poor,36,185302,4,Low,,,,
12697,12697,117896,699,19574,Personal,Employed,1,Good,55,82394,1,Low,,,,
12698,12698,69933,756,36601,Business,Unemployed,0,Fair,26,159741,4,Low,,,,
12699,12699,89585,655,27248,Business,Employed,4,Fair,49,284258,0,Low,,,,
12700,12700,49373,730,41274,Auto,Self-employed,3,Poor,19,190335,3,Low,,,,
12701,12701,37864,706,16642,Home,Unemployed,19,Excellent,55,159741,2,Medium,,,,
12702,12702,30316,773,49174,Auto,Employed,2,Poor,21,142007,2,High,,,,
12703,12703,99472,744,11202,Home,Unemployed,8,Good,26,62532,2,Low,,,,
12704,12704,94647,739,23735,Auto,Unemployed,2,Poor,25,201568,4,Low,,,,
12705,12705,36246,699,12691,Home,Self-employed,12,Good,46,73439,1,Low,,,,
12706,12706,22674,762,34584,Auto,Unemployed,3,Good,48,160786,3,Low,,,,
12707,12707,76147,699,32339,Home,Unemployed,19,Poor,24,93965,4,Low,,,,
12708,12708,69933,621,27450,Personal,Self-employed,3,Good,24,100950,2,Low,,,,
12709,12709,57410,641,23000,Personal,Employed,9,Good,31,158348,0,Low,,,,
12710,12710,110726,665,6702,Home,Self-employed,12,Excellent,20,57445,2,Low,,,,
12711,12711,69933,705,12484,Personal,Self-employed,9,Good,52,190737,4,High,,,,
12712,12712,77889,699,14552,Auto,Self-employed,4,Fair,13,299816,4,Low,,,,
12713,12713,99199,604,39629,Home,Unemployed,16,Poor,49,173263,3,Medium,,,,
12714,12714,69933,692,40011,Auto,Employed,7,Fair,40,45425,4,Medium,,,,
