PersonID,Age,Gender,Education_Level,Marital_Status,Number_of_Dependents,City,State,Country,Marital_Status_Change
12574,33,Non-binary,Bachelor's,Divorced,2,East Dianaville,MH,Cayman Islands,2
12575,45,Non-binary,High School,Divorced,0,Port Timothy,NM,Mexico,2
12576,35,Non-binary,Master's,Widowed,4,Melindaside,MP,Philippines,1
12577,65,Male,Bachelor's,Widowed,3,Ortegamouth,SD,Anguilla,1
12578,47,Non-binary,Master's,Single,2,East Jillfort,ME,Anguilla,0
12579,24,Female,Bachelor's,Married,2,Tateshire,MS,Comoros,0
12580,54,Non-binary,High School,Divorced,1,Kristenton,MH,France,0
12581,27,Non-binary,Master's,Widowed,4,Port Jose,WY,Finland,1
12582,57,Male,High School,Single,3,Finleybury,IN,Reunion,0
12583,63,Male,Bachelor's,Single,0,Pattersonville,MI,Kuwait,2
12584,42,Non-binary,High School,Divorced,4,Joseborough,ME,Saint Helena,1
12585,57,Female,Bachelor's,Divorced,3,South Jesseburgh,DC,Cook Islands,0
12586,56,Male,Bachelor's,Widowed,1,Jennifertown,FM,Iran,2
12587,25,Male,Master's,Divorced,4,Lake Stevenhaven,TN,Falkland Islands (Malvinas),0
12588,57,Female,Master's,Single,2,Paulaport,FL,Eritrea,0
12589,51,Male,PhD,Widowed,1,Leslieland,CA,Congo,1
12590,41,Female,Master's,Widowed,2,Jacksonton,MP,New Caledonia,1
12591,49,Non-binary,High School,Widowed,2,Mcintyreport,NC,Saudi Arabia,2
12592,29,Female,PhD,Divorced,2,Port Richard,MS,Bahrain,2
12593,32,Non-binary,High School,Divorced,0,Zhangside,GA,Russian Federation,1
12594,54,Male,PhD,Single,0,Emilyland,VI,Uganda,2
12595,42,Non-binary,Master's,Married,1,Josephmouth,NY,Brazil,0
12596,20,Non-binary,Master's,Single,2,Stanleyberg,TN,Jordan,2
12597,43,Male,High School,Widowed,2,West Jennifer,VT,Australia,2
12598,35,Non-binary,Master's,Single,4,Tracyborough,AZ,Poland,1
12599,56,Non-binary,PhD,Widowed,3,Spencerville,NV,Western Sahara,0
12600,56,Non-binary,High School,Single,3,East Tamara,KY,Luxembourg,0
12601,18,Female,Bachelor's,Married,3,Heathermouth,NV,Guyana,1
12602,65,Female,PhD,Married,2,West Heather,CA,Sao Tome and Principe,2
12603,66,Male,High School,Married,4,New Kimberly,GU,Tonga,2
12604,29,Female,High School,Widowed,3,East Elizabethfurt,IA,Andorra,2
12605,20,Female,Bachelor's,Single,3,Lake Robinmouth,GA,Cote d'Ivoire,0
12606,24,Male,High School,Single,4,Lake Brian,ND,Haiti,1
12607,24,Non-binary,Bachelor's,Divorced,2,Ginaport,NJ,Montserrat,2
12608,46,Male,Bachelor's,Single,3,North Joshuamouth,MO,United States of America,0
12609,19,Female,Bachelor's,Divorced,4,Port Mary,PA,Liechtenstein,2
12610,64,Female,Master's,Married,3,North Rachelview,IL,Greenland,1
12611,32,Female,Bachelor's,Widowed,2,Howardmouth,NH,Saint Vincent and the Grenadines,0
12612,31,Non-binary,Master's,Married,4,New Kathleen,MO,New Zealand,0
12613,55,Non-binary,PhD,Divorced,0,Lake Jeremybury,MA,Cambodia,2
12614,30,Female,Bachelor's,Divorced,1,Lauriefort,NC,Dominican Republic,0
12615,27,Female,High School,Widowed,4,Sarahberg,MT,Sweden,2
12616,51,Non-binary,Master's,Divorced,1,Alexandertown,NE,Ireland,2
12617,66,Male,Master's,Divorced,2,Port Dustin,WY,Ireland,0
12618,66,Male,PhD,Widowed,3,South Christophermouth,CO,Mauritius,1
12619,39,Non-binary,Master's,Single,0,Haydenstad,NJ,Poland,2
12620,67,Non-binary,High School,Married,3,Meganland,MA,Micronesia,1
12621,38,Male,Bachelor's,Divorced,0,Floresberg,MT,Palestinian Territory,2
12622,56,Male,Bachelor's,Widowed,4,East Lindsay,MP,United States Minor Outlying Islands,1
12623,40,Non-binary,High School,Divorced,1,South Maryhaven,WI,Nicaragua,1
12624,23,Male,Master's,Married,4,Shannonstad,MI,Comoros,0
12625,20,Non-binary,Bachelor's,Widowed,0,Saraport,PW,Senegal,0
12626,23,Non-binary,High School,Single,2,Booneburgh,IL,Papua New Guinea,1
12627,24,Non-binary,PhD,Divorced,2,North Benjamin,VI,Palau,0
12628,36,Male,Master's,Divorced,0,Port Jasonland,MI,Antarctica (the territory South of 60 deg S),1
12629,25,Female,Master's,Married,1,New Donna,DC,Lao People's Democratic Republic,0
12630,47,Female,High School,Widowed,0,Lake Kimberly,CA,Australia,0
12631,60,Female,Master's,Widowed,2,Caseside,NM,Egypt,0
12632,19,Non-binary,PhD,Widowed,4,Lake Jill,AK,Greenland,1
12633,32,Male,Bachelor's,Single,2,New Laura,DC,Vietnam,2
12634,55,Female,Master's,Divorced,2,New Erikland,KY,Tonga,2
12635,55,Male,Bachelor's,Widowed,2,West Alexandria,PW,Japan,0
12636,20,Male,Master's,Divorced,4,South Joanne,OK,Turkey,0
12637,61,Non-binary,Master's,Divorced,1,Port Angelaton,NC,Palestinian Territory,1
12638,32,Male,Master's,Single,2,Briggsmouth,PW,Heard Island and McDonald Islands,0
12639,26,Male,PhD,Married,3,East Leslie,NC,Estonia,0
12640,45,Female,PhD,Widowed,2,Robinsonfort,TX,Rwanda,2
12641,20,Non-binary,Master's,Single,2,Lake William,CO,Congo,0
12642,18,Female,PhD,Divorced,1,North Shane,NH,Fiji,2
12643,63,Male,Master's,Single,1,New Craigland,GU,Bolivia,1
12644,52,Female,Bachelor's,Single,0,Johnsonchester,OK,San Marino,0
12645,22,Non-binary,Master's,Widowed,2,Jeffersonville,MA,Mozambique,2
12646,28,Non-binary,Bachelor's,Divorced,4,South Samanthaland,NC,Turkey,1
12647,53,Male,Master's,Divorced,2,Danielsbury,PW,Rwanda,0
12648,23,Non-binary,High School,Single,2,Smithfurt,MS,Faroe Islands,2
12649,57,Non-binary,Bachelor's,Single,4,Shawton,MD,Turkey,0
12650,50,Non-binary,Bachelor's,Single,3,South Robertside,UT,Bahamas,2
12651,29,Non-binary,Bachelor's,Single,2,West Sheri,NM,Barbados,1
12652,45,Female,PhD,Single,2,Benjaminfurt,LA,Wallis and Futuna,0
12653,62,Male,PhD,Divorced,2,Derekshire,PW,China,2
12654,25,Male,Master's,Single,0,Cheyennefort,TX,Isle of Man,1
12655,53,Female,PhD,Widowed,2,South Brandon,VA,British Virgin Islands,0
12656,44,Female,Master's,Married,4,Kaitlynmouth,SD,Wallis and Futuna,1
12657,28,Male,Master's,Widowed,4,South Maria,MP,Nauru,2
12658,60,Non-binary,Bachelor's,Married,0,West Amberberg,GU,Greece,2
12659,45,Male,PhD,Divorced,2,North Kyle,LA,Slovakia (Slovak Republic),1
12660,45,Male,PhD,Divorced,4,Joshuachester,NE,Guinea-Bissau,0
12661,34,Non-binary,Bachelor's,Married,0,West Michael,MN,Argentina,2
12662,20,Male,PhD,Single,2,East Jesse,NV,Eritrea,0
12663,46,Male,Bachelor's,Divorced,3,Campbellhaven,MH,Bhutan,0
12664,36,Non-binary,High School,Widowed,2,Rodriguezton,MP,Monaco,0
12665,32,Female,High School,Single,2,New Tiffany,IA,Somalia,0
12666,29,Male,High School,Divorced,0,Smithside,VT,Georgia,2
12667,40,Female,PhD,Married,3,Steeleberg,WY,Venezuela,2
12668,43,Male,High School,Divorced,3,Kylefort,TN,Mayotte,2
12669,18,Female,PhD,Married,0,East Nathaniel,WA,Venezuela,0
12670,42,Non-binary,High School,Married,3,Hannahborough,GU,Malta,0
12671,56,Female,High School,Single,4,Lake Michael,IL,Algeria,2
12672,35,Female,High School,Widowed,1,West Christinamouth,RI,Kazakhstan,1
12673,62,Non-binary,PhD,Married,3,Lake Hayley,HI,Mali,0
12674,40,Non-binary,Master's,Widowed,1,West Benjamin,PW,Hong Kong,1
12675,65,Non-binary,Bachelor's,Single,4,East Tracy,AS,French Guiana,2
12676,63,Non-binary,High School,Single,2,Williamsfort,CA,Rwanda,1
12677,56,Non-binary,PhD,Divorced,0,Morrishaven,MO,Malaysia,1
12678,21,Non-binary,Bachelor's,Widowed,4,New Danielbury,UT,United States Minor Outlying Islands,1
12679,54,Male,PhD,Widowed,2,Port Beverlyton,ME,Croatia,2
12680,62,Non-binary,PhD,Widowed,1,Thomasmouth,SC,Cyprus,2
12681,26,Female,Bachelor's,Married,3,Port Jason,VI,Italy,2
12682,52,Male,Master's,Divorced,2,Anthonyview,MT,Nauru,0
12683,45,Non-binary,Master's,Married,0,Rochaville,HI,Greenland,2
12684,44,Male,PhD,Divorced,4,Scottmouth,KY,Philippines,2
12685,23,Female,PhD,Widowed,1,Lake Michael,DC,Somalia,0
12686,61,Female,PhD,Widowed,2,West Eric,ND,Sao Tome and Principe,2
12687,33,Male,Bachelor's,Married,4,Suttontown,WI,Iceland,0
12688,32,Female,PhD,Widowed,3,Lake Taylormouth,MD,Nigeria,0
12689,58,Female,High School,Married,2,South Richard,TN,Brazil,0
12690,26,Female,High School,Divorced,4,West Cindyberg,KY,Netherlands Antilles,0
12691,25,Male,High School,Single,2,Kristenstad,MA,Poland,0
12692,62,Male,High School,Single,3,Amandaville,OH,Nigeria,0
12693,22,Non-binary,PhD,Married,4,Julianport,VI,Zimbabwe,0
12694,32,Non-binary,PhD,Widowed,1,New Amy,KS,Palau,1
12695,37,Female,High School,Single,4,Mclaughlinside,NJ,Guinea,2
12696,57,Female,High School,Married,0,Lisaville,MO,Bolivia,2
12697,37,Non-binary,High School,Single,4,Rodriguezbury,OR,Denmark,2
12698,40,Male,Bachelor's,Divorced,0,Robinsonborough,RI,Spain,1
12699,31,Male,Bachelor's,Widowed,4,Gregoryview,CO,New Zealand,1
12700,33,Male,Bachelor's,Married,3,Zacharymouth,AS,Bahrain,1
12701,34,Male,High School,Married,4,South Matthew,AR,Timor-Leste,2
12702,58,Male,Master's,Divorced,3,Nancyberg,SC,Bouvet Island (Bouvetoya),1
12703,49,Male,Bachelor's,Widowed,3,Madisonton,DE,Belarus,0
12704,31,Non-binary,PhD,Single,3,Anitaport,RI,Greenland,0
12705,63,Non-binary,Bachelor's,Divorced,2,Westbury,NJ,Cook Islands,0
12706,64,Female,High School,Married,2,New Kristin,AK,Netherlands Antilles,0
12707,18,Non-binary,Bachelor's,Widowed,2,Amandaview,MO,Egypt,2
12708,26,Female,High School,Widowed,3,Jacobsfort,CO,United States of America,0
12709,69,Male,High School,Married,0,North Diana,DC,Malaysia,2
12710,50,Female,Master's,Divorced,1,Valdeztown,LA,Macao,0
12711,26,Non-binary,Master's,Widowed,1,Lake Ashleybury,MO,Malta,2
12712,65,Female,PhD,Single,4,Lawsonchester,TX,Bangladesh,1
12713,59,Female,PhD,Divorced,4,New Jonathan,CA,Cuba,2
12714,28,Non-binary,Bachelor's,Widowed,2,Marthaview,DE,Central African Republic,1
12715,24,Female,PhD,Divorced,0,Beasleyshire,AL,Malawi,1
12716,41,Male,Bachelor's,Divorced,4,Smithburgh,TX,Romania,2
12717,49,Non-binary,High School,Divorced,3,New Alexischester,CO,French Polynesia,2
12718,48,Female,Bachelor's,Single,0,Jenniferport,WA,South Africa,0
12719,20,Male,Bachelor's,Widowed,4,Heathertown,NE,Uganda,1
12720,43,Non-binary,Bachelor's,Divorced,3,Samanthamouth,CA,Bolivia,1
12721,63,Non-binary,Bachelor's,Married,0,Russellburgh,VT,Grenada,2
12722,46,Male,Master's,Married,3,Leemouth,MA,Egypt,0
12723,62,Non-binary,Bachelor's,Married,2,Solomonfurt,KY,Mexico,0
12724,60,Female,High School,Single,3,North Janetport,FL,Djibouti,1
12725,66,Non-binary,PhD,Divorced,0,Port Anita,OH,Russian Federation,2
12726,29,Female,PhD,Married,3,East Troyberg,GU,Hong Kong,0
12727,33,Non-binary,Bachelor's,Married,4,Gregorystad,KS,Seychelles,0
12728,32,Female,Bachelor's,Married,3,Whitetown,TX,Niue,2
12729,33,Female,PhD,Single,1,Zacharymouth,MP,Niger,1
12730,34,Male,Master's,Single,4,Boonehaven,VI,Macao,2
12731,55,Non-binary,High School,Single,2,Beanhaven,WV,Jordan,1
12732,60,Male,PhD,Divorced,2,Millerside,VA,Czech Republic,0
12733,68,Male,Master's,Divorced,3,Moorestad,CA,Slovakia (Slovak Republic),0
12734,45,Non-binary,Master's,Divorced,2,Reginaburgh,NV,Armenia,1
12735,22,Non-binary,Bachelor's,Divorced,1,Patelchester,RI,Bermuda,0
12736,37,Female,Master's,Divorced,2,South Colleenburgh,MS,Serbia,1
12737,32,Non-binary,High School,Married,2,Joshuaton,IL,Tajikistan,2
12738,21,Male,Master's,Single,0,Pottershire,MA,Chile,0
12739,20,Male,Bachelor's,Single,0,Lake Lauraton,NC,Belize,0
12740,65,Female,Bachelor's,Married,4,Richardville,UT,Saint Barthelemy,1
12741,33,Non-binary,Master's,Single,0,Rodneychester,VA,Romania,1
12742,47,Male,Master's,Single,4,West Valeriestad,MO,Bhutan,2
12743,46,Female,Master's,Single,4,New Matthewborough,DE,Brazil,2
12744,43,Female,High School,Divorced,2,East Heather,NV,Guadeloupe,2
12745,65,Non-binary,High School,Married,2,Clarkborough,AR,Mali,0
12746,34,Male,PhD,Widowed,2,West Monica,MN,Thailand,2
12747,40,Male,Bachelor's,Divorced,4,Port William,AZ,United States of America,1
12748,32,Male,Master's,Married,4,Walkerville,HI,Cote d'Ivoire,1
12749,60,Male,High School,Single,0,Samanthaport,MA,Nauru,1
12750,53,Male,Bachelor's,Married,2,New Alejandroside,UT,American Samoa,0
12751,63,Female,Master's,Married,4,Pettyville,HI,Turkmenistan,2
12752,63,Female,PhD,Widowed,3,Boothton,PW,Svalbard & Jan Mayen Islands,0
12753,19,Female,Bachelor's,Divorced,2,New Christineburgh,SD,Suriname,2
12754,38,Non-binary,Bachelor's,Widowed,2,North Natalie,WV,Oman,2
12755,68,Female,PhD,Widowed,2,Samuelside,ID,China,1
12756,30,Male,PhD,Single,0,Robinsonville,IL,Montenegro,2
12757,61,Male,Master's,Widowed,4,Jennifermouth,NM,Cayman Islands,2
12758,22,Male,High School,Single,2,Scottview,ID,French Guiana,1
12759,39,Non-binary,Bachelor's,Widowed,2,Harristown,KY,Ireland,1
12760,58,Non-binary,Master's,Married,2,Michaelafort,MN,Palau,0
12761,54,Female,Master's,Single,0,East Nicholas,MT,Comoros,2
12762,29,Female,Bachelor's,Divorced,2,East Jennifer,LA,Jamaica,0
12763,23,Female,High School,Divorced,3,Sherryside,ME,China,0
12764,40,Male,High School,Single,1,North Johnton,AK,United States Virgin Islands,2
12765,31,Female,PhD,Single,0,Port Michaelbury,KY,Dominican Republic,1
12766,60,Male,PhD,Single,2,Port Darren,GU,United States Minor Outlying Islands,2
12767,63,Female,PhD,Single,1,New William,RI,Luxembourg,2
12768,34,Male,PhD,Married,3,Lake Kyle,SC,Saint Helena,0
12769,42,Female,High School,Widowed,4,Toddborough,MO,Faroe Islands,2
12770,58,Female,High School,Divorced,2,Lake Karen,GU,Mauritius,1
12771,35,Non-binary,Master's,Widowed,4,New Elizabeth,OH,Cocos (Keeling) Islands,0
12772,43,Non-binary,PhD,Single,3,Kevinshire,MP,Palau,2
12773,40,Non-binary,High School,Single,4,Lake Dalebury,IN,Luxembourg,0
12774,32,Female,PhD,Single,2,Wiseland,LA,El Salvador,0
12775,58,Male,High School,Divorced,2,Montgomeryberg,AZ,Nigeria,0
12776,32,Female,PhD,Divorced,2,South Charles,GU,Turkey,0
12777,28,Male,PhD,Single,2,Thomasshire,MT,Botswana,0
12778,52,Male,Master's,Married,3,New Rose,IA,Peru,2
12779,44,Female,PhD,Married,1,Piercefurt,CT,Bulgaria,2
12780,66,Female,PhD,Divorced,1,Carrollstad,GU,Netherlands Antilles,1
12781,23,Male,Master's,Single,4,East Kathy,SC,Australia,2
12782,48,Non-binary,High School,Divorced,2,Johnton,ID,Gambia,2
12783,47,Male,Master's,Single,2,Alexanderville,PW,Bulgaria,2
12784,31,Male,PhD,Widowed,2,Scottborough,GA,Philippines,1
12785,44,Non-binary,Master's,Widowed,0,Kellybury,NJ,Central African Republic,2
12786,53,Female,Bachelor's,Widowed,2,Port Jason,MD,Oman,1
12787,38,Non-binary,Master's,Married,3,Port Andrewchester,FM,Latvia,0
12788,44,Female,Master's,Divorced,2,New Kathleen,MH,Burundi,0
12789,64,Female,PhD,Divorced,4,Maddenside,TN,Mongolia,0
12790,43,Female,PhD,Divorced,0,Port Donna,TN,Falkland Islands (Malvinas),1
12791,47,Male,Bachelor's,Married,4,West Henry,FM,Iran,2
12792,24,Male,Master's,Widowed,0,East Michelletown,VT,Cape Verde,2
12793,26,Female,PhD,Divorced,1,Loriville,OR,Cape Verde,1
12794,69,Male,Master's,Married,2,Port Nancyton,VI,Guinea,0
12795,48,Non-binary,Bachelor's,Divorced,3,South Timothyshire,DC,Slovenia,1
12796,43,Male,Bachelor's,Widowed,3,Burnsburgh,CT,Rwanda,2
12797,53,Non-binary,Bachelor's,Widowed,4,Ewingside,VI,Hungary,1
12798,43,Male,Master's,Divorced,3,Leahview,MI,Saint Barthelemy,0
12799,47,Female,High School,Single,0,Lake Christianport,AR,Nauru,1
12800,61,Male,High School,Married,0,South Justinbury,OH,Peru,0
12801,41,Non-binary,Bachelor's,Divorced,2,Autumnton,MA,Cocos (Keeling) Islands,2
12802,34,Non-binary,Bachelor's,Widowed,4,West Tonychester,VI,Congo,0
12803,54,Male,PhD,Divorced,2,Port Alexa,TN,Netherlands,0
12804,50,Non-binary,High School,Widowed,2,Charlesburgh,MO,Gabon,2
12805,68,Non-binary,Bachelor's,Widowed,4,Markfurt,TX,Canada,1
12806,46,Female,Master's,Married,4,Forbesmouth,VA,South Africa,2
12807,41,Non-binary,PhD,Widowed,3,Perkinsside,PA,Kiribati,2
12808,36,Non-binary,Bachelor's,Widowed,4,Andrewfurt,WI,Guyana,0
12809,66,Female,Master's,Widowed,2,New Melissa,DE,Kyrgyz Republic,0
12810,64,Non-binary,Master's,Married,0,Kelleyberg,NV,Austria,1
12811,24,Male,Bachelor's,Single,0,Justinstad,KS,French Polynesia,0
12812,59,Female,Master's,Divorced,2,Atkinsonview,UT,Rwanda,0
12813,68,Non-binary,Master's,Single,2,Josephport,GA,Lao People's Democratic Republic,2
12814,40,Female,Master's,Divorced,1,Ochoamouth,CO,Malta,2
12815,58,Female,Bachelor's,Married,4,Cassandrafurt,SD,Turkey,2
12816,26,Non-binary,Master's,Single,2,Gaymouth,DC,Cook Islands,1
12817,41,Female,High School,Single,0,Morganmouth,ID,Zimbabwe,0
12818,36,Non-binary,PhD,Married,2,Robertshire,MD,San Marino,1
12819,45,Female,PhD,Widowed,4,Johnsonfort,OR,Kiribati,1
12820,51,Non-binary,High School,Single,4,Port Michelle,ID,Benin,0
12821,67,Female,Bachelor's,Married,2,Changshire,GA,Hungary,0
12822,37,Non-binary,Bachelor's,Single,2,North Rachel,MP,Mali,1
12823,37,Male,PhD,Single,2,Patrickberg,SD,Papua New Guinea,1
12824,20,Male,Bachelor's,Married,2,Ayalabury,MO,Russian Federation,0
12825,53,Non-binary,High School,Married,4,South Stephen,AK,Argentina,0
12826,51,Male,PhD,Married,2,South Melissabury,LA,Philippines,1
12827,42,Non-binary,Bachelor's,Divorced,2,Wrightberg,NY,Antigua and Barbuda,0
12828,24,Male,Master's,Divorced,0,Beckyfurt,SC,Marshall Islands,0
12829,45,Female,Bachelor's,Divorced,3,North Daniel,NJ,Philippines,1
12830,23,Male,High School,Married,3,South Johnton,NV,Timor-Leste,1
12831,31,Male,PhD,Divorced,1,Christopherfurt,GU,Antigua and Barbuda,2
12832,20,Male,Bachelor's,Widowed,1,Jenniferborough,AZ,Holy See (Vatican City State),1
12833,31,Male,Bachelor's,Divorced,2,Rossbury,MH,Lesotho,1
12834,30,Female,Master's,Widowed,2,Benjaminview,SC,Panama,2
12835,69,Male,Master's,Widowed,1,Stewartside,VI,Uzbekistan,2
12836,67,Male,Bachelor's,Married,1,Fullerhaven,CO,Ireland,1
12837,47,Female,Master's,Married,2,Robertland,WA,North Macedonia,1
12838,39,Male,High School,Single,3,Bernardfort,IL,Luxembourg,0
12839,57,Non-binary,Bachelor's,Widowed,1,South Brian,MH,Reunion,0
12840,27,Male,Bachelor's,Married,1,Robinsontown,NY,Finland,1
12841,24,Female,High School,Single,0,Cathyton,OR,Austria,0
12842,68,Female,Master's,Married,1,South Brandon,VI,Panama,0
12843,52,Male,PhD,Divorced,0,North Jessicachester,TX,Algeria,2
12844,21,Non-binary,Master's,Divorced,2,North Rachelberg,MP,Latvia,1
12845,24,Non-binary,High School,Married,3,Laurenstad,CA,Indonesia,2
12846,58,Male,Master's,Single,3,West Tiffanymouth,MA,Tuvalu,0
12847,23,Female,Bachelor's,Widowed,1,South Katherinefurt,OK,Swaziland,1
12848,35,Female,Master's,Divorced,3,Ashleymouth,PW,New Zealand,0
12849,37,Non-binary,High School,Widowed,0,Loganville,HI,Sweden,1
12850,41,Male,High School,Married,2,West Crystalfort,LA,Mozambique,0
12851,31,Male,High School,Widowed,3,West Rebekahbury,NH,Cameroon,2
12852,35,Female,Master's,Widowed,0,Aaronport,IL,Nicaragua,0
12853,56,Non-binary,Bachelor's,Widowed,4,South Peterfort,OK,Reunion,2
12854,51,Female,Bachelor's,Widowed,4,South Kenneth,NH,Guadeloupe,1
12855,42,Female,Master's,Married,0,Hillshire,MO,Egypt,1
12856,25,Female,Master's,Divorced,2,East Dakotatown,LA,Tonga,2
12857,62,Male,Bachelor's,Married,1,Lake Amymouth,KY,Saint Pierre and Miquelon,0
12858,45,Female,PhD,Single,2,North Margaretburgh,OK,Central African Republic,0
12859,66,Female,Master's,Divorced,0,Donnaview,OH,Ethiopia,1
12860,30,Non-binary,PhD,Single,0,South Meganborough,TX,Lao People's Democratic Republic,0
12861,48,Female,PhD,Divorced,2,Meganmouth,NM,Jersey,1
12862,63,Female,Master's,Single,3,West Jason,CA,Congo,2
12863,46,Non-binary,PhD,Married,1,Andrewport,LA,Libyan Arab Jamahiriya,0
12864,23,Female,Master's,Married,2,Teresamouth,MO,Bermuda,1
12865,31,Female,High School,Widowed,4,Freemanbury,WV,Djibouti,2
12866,34,Non-binary,High School,Married,2,West Raymondborough,LA,Greece,1
12867,47,Non-binary,High School,Single,2,Jessicabury,PW,El Salvador,2
12868,64,Non-binary,High School,Married,0,South Ryan,IA,Zambia,1
12869,34,Non-binary,Master's,Single,4,North Cherylhaven,OH,Iceland,0
12870,51,Male,PhD,Married,3,Lake Richard,ND,Myanmar,2
12871,57,Male,Bachelor's,Widowed,0,Elizabethland,MT,United States of America,2
12872,59,Male,High School,Single,0,Julieborough,NJ,Spain,2
12873,19,Female,Master's,Single,0,North Lindsayhaven,IL,Japan,1
12874,37,Male,Bachelor's,Married,0,Jenkinsburgh,LA,Bulgaria,1
12875,69,Female,PhD,Married,2,West Jenniferside,MA,Mongolia,1
12876,36,Male,High School,Widowed,2,Trevorhaven,AZ,Holy See (Vatican City State),2
12877,39,Female,High School,Married,3,Costafort,ID,Andorra,1
12878,50,Male,Bachelor's,Single,3,Scottshire,ID,Turkey,1
12879,32,Non-binary,PhD,Widowed,4,West Robertside,ID,Bosnia and Herzegovina,2
12880,22,Female,Master's,Single,4,Taylorborough,MT,Zambia,2
12881,37,Female,High School,Widowed,2,North Christopher,PR,Paraguay,0
12882,69,Female,PhD,Single,4,Port William,SC,India,0
12883,24,Female,High School,Single,2,Port Emilyburgh,MP,Czech Republic,1
12884,54,Non-binary,Master's,Married,4,East Michaelside,MN,Saint Helena,0
12885,60,Non-binary,PhD,Married,4,Ramirezside,WV,Guam,0
12886,30,Female,Bachelor's,Widowed,1,Duanefort,WA,Suriname,2
12887,59,Non-binary,Bachelor's,Single,1,Guerreroport,LA,Congo,0
12888,28,Non-binary,PhD,Widowed,0,East Michaelchester,RI,Iceland,0
12889,41,Male,PhD,Married,1,Laurahaven,HI,Guam,0
12890,50,Female,PhD,Married,3,Harrisontown,PA,Lesotho,2
12891,47,Male,PhD,Widowed,0,Charleschester,AL,Nicaragua,2
12892,32,Male,High School,Married,2,North Isabella,TN,Lebanon,1
12893,69,Non-binary,PhD,Married,0,Davidfurt,AL,Bulgaria,2
12894,64,Female,Bachelor's,Divorced,2,Walkerton,IL,Singapore,1
12895,30,Male,Bachelor's,Single,2,Mcgrathton,MI,Eritrea,1
12896,25,Male,Bachelor's,Widowed,1,Grayfort,CA,Brazil,0
12897,46,Non-binary,PhD,Divorced,1,Terranceton,NJ,Mozambique,2
12898,34,Male,Master's,Divorced,3,Christinashire,NY,Ghana,2
12899,33,Male,High School,Widowed,2,Cooperton,CA,Trinidad and Tobago,1
12900,66,Non-binary,PhD,Widowed,0,Port Loriville,WV,Cape Verde,2
12901,29,Male,PhD,Married,4,Brownville,MI,Austria,0
12902,20,Male,High School,Divorced,2,New Courtney,IA,Cote d'Ivoire,1
12903,34,Non-binary,High School,Divorced,0,West Kristen,PW,Malaysia,2
12904,62,Non-binary,High School,Widowed,3,Danielstad,LA,Serbia,1
12905,45,Non-binary,PhD,Married,3,Ferrellchester,FM,Venezuela,2
12906,65,Non-binary,High School,Single,3,Andreamouth,WI,Tonga,1
12907,42,Non-binary,Bachelor's,Divorced,4,West Amy,DC,Romania,1
12908,68,Non-binary,Master's,Divorced,1,Wongburgh,SD,Bahamas,2
12909,57,Non-binary,Master's,Married,4,East Cathy,MD,Burkina Faso,1
12910,63,Male,Master's,Married,3,West Brian,NJ,Cambodia,1
12911,38,Non-binary,PhD,Widowed,3,Maryfurt,CA,Marshall Islands,1
12912,40,Male,PhD,Single,0,Katiehaven,ND,Georgia,2
12913,68,Female,Master's,Single,2,Martinborough,MI,Lebanon,2
12914,67,Female,PhD,Married,2,Alvarezfurt,ND,Mongolia,0
12915,61,Male,Bachelor's,Widowed,3,North Larry,VA,Brunei Darussalam,0
12916,33,Male,High School,Married,2,North Troystad,DE,Switzerland,2
12917,39,Non-binary,High School,Widowed,4,East Elizabeth,KY,Gambia,0
12918,63,Non-binary,Master's,Divorced,2,North Michaelberg,SC,Fiji,2
12919,41,Non-binary,High School,Single,1,North Scottbury,PW,Azerbaijan,1
12920,33,Female,Bachelor's,Divorced,0,Rosechester,GU,Jordan,2
12921,30,Female,Master's,Single,2,Ortizfort,KY,Saint Kitts and Nevis,1
12922,39,Female,Bachelor's,Widowed,4,Elijahchester,HI,Sierra Leone,2
12923,26,Non-binary,Bachelor's,Widowed,3,Sanchezstad,OH,Montenegro,1
12924,36,Male,Master's,Divorced,0,Lake Stacy,MP,Panama,2
12925,21,Non-binary,High School,Married,0,Lake Joshuaberg,NE,Iran,2
12926,41,Female,Master's,Married,2,New Michaelfurt,IN,United Kingdom,0
12927,63,Female,High School,Widowed,2,Hardyburgh,OH,Chile,2
12928,52,Male,Master's,Divorced,4,Wheelerfurt,MA,Ecuador,0
12929,54,Female,High School,Divorced,2,Beanburgh,WY,United States Virgin Islands,2
12930,50,Male,Bachelor's,Married,0,New Katherinemouth,VI,Peru,0
12931,44,Female,PhD,Divorced,0,Burtonville,NY,Egypt,1
12932,43,Female,Master's,Divorced,1,Lake Timothy,NY,Oman,1
12933,28,Male,PhD,Single,1,Wardtown,SC,United Kingdom,2
12934,46,Non-binary,Bachelor's,Divorced,0,Scottmouth,SC,Malta,1
12935,46,Male,High School,Divorced,2,New Danielburgh,NJ,Venezuela,0
12936,50,Non-binary,PhD,Widowed,3,Mooretown,DC,Anguilla,1
12937,45,Female,Bachelor's,Single,1,East Dale,DC,Tajikistan,2
12938,30,Non-binary,PhD,Divorced,4,North Emilyberg,HI,Brazil,1
12939,37,Male,PhD,Widowed,3,North Gregory,MD,Barbados,1
12940,25,Female,High School,Widowed,1,Craigview,VT,Puerto Rico,0
12941,60,Female,Master's,Married,2,Turnerbury,MH,Slovenia,0
